houses,committee,speaker,date,speech_order,speech_text
衆議院,厚生労働委員会,塩崎恭久,20161021,51,先ほど申し上げたとおり、国会のことは国会が決めるというのが大原則でございますので、私どもは国会運営について右左を言うべき立場には全くないというふうに思います。ただ、法案を提出している立場からすれば、先ほど申し上げたように、これは平成二十四年の一体改革の中で、いずれも年金を確保するということをどう強化していくかという機能強化のことであり、特にあらゆる事態に備えていこうということでございますので、二つの法律の中にはやはり共通項が強くあるということは、私どもは強くこれは申し上げておきたいと思っております。つまり、よりよい暮らし実現のために年金受給をより確実にするということにおいては、両方とも共通の要素としてあるのではないかということは思っておりますので、それをもって私ども、総理も私も、御一緒に御議論をいただくと非常に有機的に議論が進むのではないかということを申し上げてきたわけでありますが、いずれにしても、国会のことは国会でお決めをいただくということでありますので、私どもはそれに従うわけでございます。
衆議院,厚生労働委員会,柚木道義,20161021,52,これは、私は塩崎大臣にぜひお約束をいただきたいんですよ。我々は、年金カット法案よりも先に無年金者救済、納付期間を二十五年から十年に短縮して、六十四万人の無年金者の方を一日も早く救済させていただくこの法案を、先行審議をして成立させたい。その先に、では、年金カット法案が審議入りをしてきたときに、山本農水大臣は、強行採決をするのは議運委員長が決めるからこのパーティーに来ているんだというとんでもない発言をされましたが、年金カット法案はこの厚生労働委員会では絶対に強行採決しない、塩崎大臣、約束してください。
衆議院,厚生労働委員会,塩崎恭久,20161021,53,私は、法案審議をお願いしている立場でございますので、あとは全て皆様方にお願いを申し上げるだけで、お任せをいたしたいと思います。
衆議院,厚生労働委員会,柚木道義,20161021,54,こんなことを確認しなきゃいけないのも、山本農水大臣が、まさに国会に法案審議をお願いして、本当にこれから重要な局面を迎える中で、強行採決を決めるのは議運委員長だ、だからそのパーティーに来ているなんて言われるから、自民党、安倍政権の閣僚はみんなそういう思いでやっているのか心配になるんですよ。本気で心配しているんですよ。私がさらに心配なのは、野党、与党筆頭で今協議しているんですよ、無年金者救済法案を年金カット法案と分離、先行審議しようと。その今このさなかにあって、私は本当にこれは耳を疑うんですけれども、同じ与党内の中で、国会対策委員会あるいは議院運営委員会、それぞれが委員会や本会議の設定を調整、協議しているんですよ。私、この現場で、無年金者救済法案を年金カット法案と切り離して、先行審議、成立を一生懸命調整しているのに、同じ与党内で議会運営の方の担当の方が、いやいや、年金カット法案と無年金者救済法案を分離するのはいいけれども、年金カット法案の方を先に審議したいということを言っているんですよ。私、これはびっくりしましたよ。本当に現場で協議していて意味があるのかなと不安になっているんですよ。しかも、しかもですよ、皆さん、私は、これは本当に、国対、議運、安倍総理官邸と調整しながら進めているというその中で、何で議運の人が、では年金カット法案の方を先に議論しようというようなことを実際おっしゃるんですか。現場と言っていることが違うじゃないですか。塩崎大臣、安倍総理あるいは塩崎大臣は、政府のお立場で年金カット法案の方を先に強行審議、成立させたい、そういう議論はあるんですか。確認させてください。
衆議院,厚生労働委員会,塩崎恭久,20161021,55,そもそも、私どもは年金カット法案というのは出しておりませんので、何のことをしたというのはよくわかりませんが、年金に関連する法案として私どもがお出しをしている二つについては、ぜひ皆様方にはしっかりと、その連携についても、そしてまたつながりが深いということも御理解をいただいた上で御審議をいただければと思いますけれども、どういうふうに審議をされるかは、これは国会でお決めをいただくということだと思います。
衆議院,厚生労働委員会,柚木道義,20161021,56,これは何しろ、きょうも強行開会して、一時間も開会がずれるような調整をいただいているわけですから、私は、この審議が最終的にきょう終わるときに、無年金者救済法案がちゃんと年金カット法案と分離をして、本当に先行して審議をして成立をさせられる状況にあるのかどうなのか、本当に不安な思いで今この場に立っておりますので、もちろん、与党の皆さんはもとより、政府は当然官邸と調整しながら法案を出すことをやっているわけですから、私は本当に、きょう終わるときに、本当に頼みますよ、違うじゃないかと。頼みますよ、本当に。政府の側にも、今こういう状況があるということは認識をしていただきたいと思います。それで、試算のことも、井坂委員が示した試算に対して、これは最初に政府が出してきたペーパー、資料一枚目ですよね、きょう議論になっている。それで、私も改めて伺いますけれども、それぞれ、これは報道もつけていますよ。大体どこでも同じような報道で、わかりやすくテレビのを使いましたが、三枚目にこう書いているんですよね。年金、新ルールでの試算公表、そして、ルール、現役世代の将来の水準を現在より七％、一人当たり五千円アップと。この政府が出してきた試算ペーパーを見たら、どの社もこう書きますよ。それで、まさに井坂さんが先ほど議論されていた、私は、もちろん減る方も、先ほどの議論の中で、過小だと。つまり、これは可処分所得割合の〇・二％の影響を外している結果、五・二％より三％になる、そういう議論を私たちはこの間年金局とも毎日のようにさせていただいてきたんですが、私がむしろ不可思議なのは、年金カット法案で七％、一人当たり五千円アップ、年金カット法案が発動したら七％で五千円アップ、これは本当ですか。イエスかノーでお答えください。
衆議院,厚生労働委員会,塩崎恭久,20161021,57,先ほども申し上げましたけれども、今回の試算は、井坂委員からのお求め、民進党からのお求めに応じて実施をしたものでございます。そもそも、現実には、平成二十六年度までは、さっき申し上げたとおり、特例水準というのがあって年金額が支給されていたわけでありますので、今回の改定ルール見直しによる年金額の減額というのは起きないわけであります。しかし、その上で、現行の年金制度は、いわば世代間の分かち合いの仕組みであって、マクロ経済スライドにより、おおむね百年で収支の均衡を図ることとしているために、年金の足元の代替率の水準が低下をすれば将来の年金水準が上昇するのは、これは当然でございますので、今回の試算で、足元の三％の低下に対して、マクロ経済スライドによる調整期間が六年短くなったことによって、将来は人口が減る、つまり年金受給者が百年近く先には半分になるわけですから、この代替率は七％上昇するということになるわけであります。これは、さっき申し上げたように、減る面積とふえる面積とが同じだということでありますから、そこのところをよくお考えいただきたいというふうに思うわけでございます。
衆議院,厚生労働委員会,柚木道義,20161021,58,大臣、試算でじゃなくて、私が聞いていることに、もう一遍、シンプルにお答えください。年金カット法案で、七％、五千円一人当たりアップは本当ですか、イエスかノーで。この報道は、たまたま私があるテレビ局のものを使っていますけれども、どの社も共通していますよ、同じ表現ですよ。年金カット法案、新ルール試算で、これが影響額として、現役世代の将来水準は現在より七％、一人当たり五千円アップと、どの社も共通して、まさに、政府が出されたこの試算ペーパーの丸の五つ目のところの行のとおり報道しているんですよ。ですから、確認したいんですよ。年金カット法案が施行した影響で、七％、五千円一人当たりアップするのはイエスかノーか。イエスかノーか答えてください。この報道が間違っているんですか。イエスかノーか。
衆議院,厚生労働委員会,塩崎恭久,20161021,59,何度も申し上げているように、年金カット法案という法案は出しておりませんで、将来の年金を確保するための法案は出しております。そのことをよく御理解いただきたいと思います。そもそも、この七％、五千円というのが出てきたのは、井坂議員が、機械的に新しいルール、これは平成三十三年度から適用されますけれども、そのルールを当てはめてみろ、その数字を出してみろというのでお出しをしたということでございますので、それ以下でも以上でもないということでございます。
衆議院,厚生労働委員会,柚木道義,20161021,60,井坂さんのせいにするような発言は、本当におやめいただきたいんですよ。政府が出してきた試算で、かつ、この表現、この丸の五つ目、私は本当にこれは作為的だと思いますよ。これは、過去に十年、この年金カットルールが実施されたときの試算を書いて、しかも、こちらが要求もしていないのに、ラスト二行で、「一方、基礎年金のマクロ経済スライドの調整期間は六年間短縮され、現役世代の将来の基礎年金の水準は七％程度（基礎年金（一人当たり）五千円）上昇する」と、こんなこと、要求もしていないのに何でこんな試算を出してくるんですか。大臣、この七％、五千円アップの根拠は、財政検証Ｅ、資料の二枚目につけていますよ。これは、ごらんのとおり、全要素生産性一％、物価上昇率一・二％、賃金上昇率が一・三％、つまり、未来永劫、実質賃金上昇率が物価上昇率を上回り続けていくという、はっきり言ってあり得ない財政検証ケースをもとに検証されて出てきた数字ですよ。塩崎大臣、この経済前提で、年金カット法案で七％、五千円年金アップがあり得るんですか。
衆議院,厚生労働委員会,塩崎恭久,20161021,61,まず第一に、お出しをしたこの私どもの試算の、アンダーラインを先生は引いていらっしゃいますが、その手前に「一方、」とありますね。その「一方、」の前のところにも、ずっとアンダーラインを引いていただくことが大事だというふうに思うんですね。つまり、「今の高齢者の年金の水準は約十年間の経済状況の累積の影響で三％低下していたと見込まれる一方、基礎年金のマクロ経済スライドの調整期間は六年間短縮され、現役世代の将来の基礎年金の水準は七％程度上昇するという結果になった。」これが、機械的にやれという御指示をいただいた試算の結果であるわけでございます。今、経済前提のお話がございました。平成二十六年財政検証における経済前提は、平成三十五年度までは、内閣府が行った中長期の経済財政に関する試算、これは平成二十六年一月二十日に出ておりますが、に準拠をして設定しております。そして、平成三十六年度以降は、内閣府試算を参考にしつつ、経済、金融の専門家による検討を経て八通りのケースというものを設定するということで、今お配りをいただいているケースＡからケースＨまであるわけでありますけれども、そういうものを設定するなど、中長期的な視点に立って置かれている前提でございます。これらは、社会保障審議会年金部会のもとに設置した、経済、金融の専門家で構成される専門委員会において客観的な議論を経て設定されたものでありまして、妥当な前提であると考えているところでございます。何よりも重要なことは、先ほど来申し上げているとおり、強い経済をつくっていくということが大事でございまして、そのため、デフレから脱却をし、賃金上昇を含む経済の再生に全力で取り組む、そのことが、年金が今回御提起申し上げているようなケースにならないでふえていくように努力をするというのが、時の政権がいつも担っていかなきゃいけない未来への責任だというふうに思います。
衆議院,厚生労働委員会,柚木道義,20161021,62,長々と御答弁されるんですけれども、そもそも私、きのうも年金局とやりとりして、提案をしたんですよ。本当に政府が現実的で責任ある議論をするんだったら、こっちの試算に文句つける前に出してきてくださいよ、そういう財政検証に基づく試算を。私は提案しましたよ。そもそも、こういう財政検証、ケースＥ、これは資料二枚目につけていますけれども、これは、実質賃金上昇率が物価上昇率をずっと上回っていく状況で、そもそも年金カット法案、新ルール、発動しないんですから、何でこれをわざわざ、発動しないのに、一方で、一人当たり五千円、七％上がる、上昇した結果になったという、そもそもこの表現ぶり自体が私は非常にこれは確信犯じゃないかと思いますよ。意図的に、減少のところだけじゃなしに、基礎年金だけは上昇の金額を出して、厚生年金については米印二つ目にちっちゃく三％、七千円減、増額は書いていませんよ。わざわざ「一方、」以下で、七％、一人当たり五千円基礎年金が上がると何で書く必要があるんですか。こちらは要求もしていませんよ。私は、ちょっとこれは聞こえてくる話で、えっと思ったのは、当初私たちが試算要求していて、厚生労働省の方、本当に土日も徹して一生懸命試算をつくられて、そういう違うグラフも含めてしっかりと、面積の話がさっきありました、わかりやすいものをつくったら、下がる方が三％ダウン、いや、上がる方はもっと上がらなきゃやはり説明しづらいだろうと、それでこの七％という数字。えっ、三％、二千円減るけれども、将来七％、五千円もふえるのと。そうしたら、みんな、いいよねとそれは思いますよね、そういう報道が実際出ているんですから、この三枚目に。そういうような形に土日を挟んでこの提出資料が変遷をしていった、こういう話が聞こえてきて、それが本当だったら私は本当に唖然としますよ。何でわざわざ「一方、」以下を書く必要があるんですか。書かなくていいじゃないですか、こんなことは起こり得ないんですから、大臣。
衆議院,厚生労働委員会,塩崎恭久,20161021,63,何度も申し上げますけれども、一つは、今回お示しをして御提案申し上げているケースというのは、実質賃金も名目賃金も下がるような、余り起きてほしくない、そしてまた、起きる可能性も頑張れば少ないはずでありますけれども、備えをしておかなきゃいけないというのは旧民主党政権時代の一体改革にも明確に示唆をされていることでありますから、私たちは粛々と未来への責任を果たすためにこれをやっているわけであります。この後半の部分を書くなということでありますけれども、むしろこれは、それではマクロ経済スライドというのは何なんだということになって、どっちか、減るだけ、ふえるだけをやるかといえば、そうじゃなくて、先ほど来申し上げているように恒等式でありますから、減った分の面積とふえる分の面積は同じであって、入ってくるものと出ていくものは全く同じでなければバランスしないのでありまして、そのことを考えてみれば、機械的に計算しろと言われても、やはりそれは、減った分は将来の年金に必ず反映をされていくための賃金スライドということでありますので、それは出さないというのは全くバランスがとれないお話でありますし、仕組みそのものを否定しているような話になってしまうということだと思います。
衆議院,厚生労働委員会,柚木道義,20161021,64,そこまでおっしゃるんなら、この「一方、」以下の表現、私は不要だと思いますが、書くのであれば、まさに米印で、いつも言いづらいことは米印に書きますけれども、ただし書きを書いたらいいじゃないですか。ただし、この財政検証ケースＥの場合には今回の年金カット法案は発動されませんと。年金カット新ルールは発動しないとただし書きで書いてくださいよ。それで出し直してくださいよ。違うんですか。発動するんですか。ちゃんと正確に書いてください。
衆議院,厚生労働委員会,塩崎恭久,20161021,65,これは、また井坂委員のせいにすると言われるかもわかりませんが、井坂議員の求め、民進党の求めでもありましたが、に応じて機械的に計算をしたわけでございまして、この書いていることは、先ほど申し上げたとおり、マクロ経済スライドそのもののメカニズムを単に御説明申し上げているということでありますので、そこのところは片一方だけ書くということはあり得ない話であります。だからこそ、将来世代の年金を確保するために、分かち合いの精神で、今の年金をいただいていらっしゃる世代の皆様方に少し我慢していただくということをお願いする事態があった場合の備えをこういうルールとしてお示しをしているわけでありますので、そういうことにならないようにしていくのが、政権としての責任ある行動だというふうに思います。
衆議院,厚生労働委員会,柚木道義,20161021,66,いや、試算は、それは井坂さんが、一定の前提を置かなきゃつくれないでしょうということで、ある意味、助け船を出してつくった試算ですよ。それを、書きぶりは政府で書けるんですから、だったら、まさにただし書きに、この財政検証ケースＥの場合は年金カット法案は発動しない、ただし、機械的に前提を置いた場合にはこうなると書かないと、三枚目のような報道になって、この年金カット法案が発動したら、あたかも将来、最初は三％、二千円減るけれども、将来は七％、五千円ふえるんだ、ラッキーとなっちゃうんですよ。書きぶりは政府で調整できるんですから、責任持ってちゃんとただし書きを書いて、正しい前提で議論ができるように出し直してほしい。それで、きのうも年金局とやりとりしたんですけれども、私は、まさに現実的な試算で、あり得ない試算じゃなくて、先ほどから与党も答弁も、あり得ない試算じゃなくて、現実的に起こり得る試算に基づいて責任ある年金の議論をしたいんですよ。だから、財政検証ケース、ＡからＨまでありますけれども、私は大臣にしか聞いていませんから。いいですか、私、試算は出し直してほしいんですけれども、この十年間、六回も実際に年金カット法案が発動する経済状況が起こっていますよ。ですから、こんな実質賃金上昇率が、ＡからＨまで、どれも物価上昇を上回るような非現実的な前提ではなくて、この新カットルールを出すのであれば、例えば実質賃金上昇率がマイナスになるような経済前提のバリエーションもケースに置いて、そしてその上でこの試算を出し直してきて、それから年金カット法案の審議入りをするべきじゃないですか。大臣、いかがですか。大臣にしか聞いていませんよ。
衆議院,厚生労働委員会,塩崎恭久,20161021,67,試算の三つ目に、「ただし、この措置は、セーフティネットとして低年金・低所得の方に月額最大五千円を支給する福祉的給付を実施」、これは平成三十一年の十月でありますが、「した後の、平成三十三年度から実施することとしている。したがって、過去の経済動向が今回の見直し後のルールによる額改定に反映されることはない。」ということで、これは、前提を井坂議員からいただいた上で、それを機械的に十七年度から適用するということを申し上げているわけであります。今回の額改定ルールの見直しは、賃金が物価よりも低下するという望ましくない経済状態となった場合でも所得代替率が上昇してしまわないように備えるということ、そのことによって将来世代の年金水準をしっかりと確保していく、そのための法案でありますから、私は何度も、将来世代年金確保法案だ、こう申し上げているわけであります。今回の試算の前提としております平成二十六年財政検証では、デフレから脱却をし、長期的には物価、賃金ともにプラスとなる経済前提を想定しているわけであって、今回の改正は、あらゆる事態に備えて見直しを行うものではありますけれども、安倍政権としては、何よりも重要なことは、何度も申し上げているとおり、強い経済をつくっていくということであって、そのためにデフレから脱却をし、賃金上昇を含む経済の再生に全力を出すということで我々は取り組んでいるわけでありますので、御提案のような試算を行うことは考えてございません。
衆議院,厚生労働委員会,柚木道義,20161021,68,そもそも、財政検証前提までオーダーしていませんからね、井坂さんは。私は、試算も、今大臣は繰り返し、起きてほしくない、しかし、そういう経済状況が起こったときの備えだとおっしゃるんだったら、起きてほしくない場合の試算も備えたらいいじゃないですか。そういう試算も出してください、十年間のうちに六回も発動するような状況が起こっているんですから。では、私は、何でケースＡからＨまで、この経済前提が、常に賃金上昇率が物価上昇を上回ってプラスの状態で出すんですかと年金局に聞いても、納得のいく答えが出てこなくて。私は思うんですよ。実際に、実質賃金上昇率がマイナスなケースも含めて、幾つかバリエーションをつければいいと思いますよ、井坂さんのオーダーにけちつける前に。だったら、こういう前提で出したら、これがリアルにカット法案が発動された、まさに起きてほしくない備えがこういう試算の場合には起こるんだということをちゃんと示した上で、人に文句を言うべきじゃないですか。大臣、ちゃんと出してください、試算を。
衆議院,厚生労働委員会,塩崎恭久,20161021,69,先ほど来申し上げているように、年金制度も社会保障制度もそうですけれども、やはり経済政策などとセットで行われるものであって、そのどこか一部を切り取ってきて、下がる下がるとかいうことだけ言って、全体の仕組みすらも否定するようなことは、余り、これは国民に対しては不安を招くだけだろうというふうに思っているわけであります。先ほど田村委員からもお話があったとおり、旧民主党のときの案でも賃金スライドでありますから、皆さん方もこの検証を、ではシミュレーションをお出しいただいているかといったら、そんなものは私は見た記憶がございませんので、それは、そういうことにならないようにしていくけれども、あらゆるケースに備えるということが大事なのであって、最大限の努力をして、実質も名目も賃金が下がるようなことがないようにしていくというのが大事なことだというふうに思います。
衆議院,厚生労働委員会,柚木道義,20161021,70,ですから、ないことが起こり得るから、今回、年金カット法案を成立させようとしているんでしょう。だったら、そういう不都合な現実が起こったときの試算もちゃんと出して、その上で審議するのが筋じゃないんですか。それから、ちょっと時間がなくなってあれで、最後、七ページ目の資料にもつけているんですけれども、我々は、もちろん、世代間公平は重要ですから、そのことも、今まさに井坂さんがヘッドになって、我々の将来の年金制度、ビジョンを今協議しています、ちゃんとお示しをします。我々は、大前提として、最低保障機能の強化、世代間公平、そして財源も、井坂さんがヘッドになって今議論して、ちゃんとお示ししますよ。そして、まず、私が本当に大丈夫かなと思うのは、先ほどの試算もそうなんですけれども、ここに、現在議論されている、これは医療、介護にしましたけれども、主な負担増メニュー、これはこんなにあるんですよ。与党の皆さんも御存じですか。これは本当に、医療も、低所得者の方々の医療保険料の軽減特例もやめる。七十歳以上の高額療養費の負担限度額も見直す。入院時の光熱水費の相当額に係る患者負担も上がる。受診時定額負担、病院に行ったら問答無用に自己負担分、診療以外にお金が取られる。こんなことになったら病院に行けなくなりますよ。介護はどうなんですか、介護は。軽度者の方に対する生活援助サービスを切り捨てる。軽度者に対する福祉用具貸与のあり方、これも利用できなくなりかねない。そして、では、お金がある人は大丈夫かというと、そうじゃないですよ。総報酬割で負担もお願いする。ですから、今回だって、まさに厚生年金の影響額だって書くべきなんですよ、しっかりと。下がるだけだし、上がるんですか、本当にこれは。上がらないから書いていないんじゃないんですか。そして、高額の介護サービス制度の見直し、これも高額医療費と同時に進んでいく。利用者負担割合も二割が上がる。被保険者も、四十歳以上となっている被保険者の範囲を拡大する。これはお聞きしますが、こういった負担増メニューオンパレードの、こういったことが起こったときに、年金カット法案が入ったら、当然、最低保障機能が本当に揺らぎますよ、生活保護が本当にふえる。こういったものも含めた、ちゃんとした最低保障機能が担保されるような試算を示すべきだと私は思いますが、政府の中でそういう試算を検討しているんですか、大臣。
衆議院,厚生労働委員会,塩崎恭久,20161021,71,いろいろ御指摘を今いただきましたが、介護にしても、当然のことながらこれは、高齢者の自立を支援し、要介護度の重症化というか重度化を防ぐという介護保険の理念にのっとり、なおかつ、制度の持続性というものも大事であるわけでありまして、その上で必要な方へのサービスは提供できるようにする、こういう考え方で臨んでいかなければならないというふうに思っています。最低保障をどうするのか、全体として考えているのかということでありますが、答えとしてみれば、それは当然のことであって、制度の持続性を考える中にあって、先ほど申し上げたように、年金と同じように、やはり経済成長がなければ税の負担も、あるいは保険料負担も、一部自己負担もできるわけではないので、そこのところのしっかりとした支えもしていくということもトータルに考えながら、これは今、経済・財政再生計画改革工程表にあるメニューを御指摘いただいたわけであります。これら一つ一つについて、どのようにしていくべきなのかということを、今それぞれの審議会の部会で議論していただいておりますけれども、全体としてどういう形で進めていくのかというのは、まだこれから議論が詰まっていくことでありますので、あたかも、何か負担がどんどこふえていくようなことだけが起きるかのようなことをおっしゃっていますけれども、それならば、民進党の皆様方もぜひ、それぞれの制度についての持続性を含めた、あるいは財源も含めた、提案政党としての提案をお願いできたら、一緒にいい議論ができるのではないかなというふうに思います。
衆議院,厚生労働委員会,柚木道義,20161021,72,時間が来たので提言だけにしますけれども、我々は、財源も含めてちゃんと井坂さんをヘッドに議論していますから。当然、高年金者に対するさまざまな公的年金控除の検討、クローバック、さまざまな見直し、検討していますし……（発言する者あり）いや、だから、井坂さんはちゃんと対案を持った上で発言しているんですよ。それから、私、最後に言いますけれども、今や年金受給者の四人に一人は平均五万四千円、国民年金のみの暮らしですよ。高齢者世帯の六割が年金だけで暮らしているんですよ。過半数が生活保護、初めて高齢者世帯が超えたんですよ、ことし。これは、五千円で、六万円の年金生活支援給付金だけで、到底、最低保障機能を守れませんよ。私たちは、制度を守るためにと言われましたけれども、それをおっしゃるんだったら、今のままだと、こんな負担増メニューオンパレード、年金カット法案、これは、年金カット法案の試算の中に、ちゃんとこういうものも含めて最低保障機能を担保できる試算を出してほしいんですが、これは今のままいくと、仮に年金制度は守れても、年金生活者は守れませんよ。
衆議院,厚生労働委員会,丹羽秀樹,20161021,73,柚木委員、申し合わせの時間は経過いたしておりますので、御協力お願いいたします。
衆議院,厚生労働委員会,柚木道義,20161021,74,年金制度は守れても、年金生活者は守れない。今のままだと、そういうことになるということを私は強く指摘をして、質疑を終わります。ありがとうございました。
衆議院,厚生労働委員会,丹羽秀樹,20161021,75,次に、大西健介君。
衆議院,厚生労働委員会,大西健介,20161021,76,民進党の大西健介です。もうお昼になってしまいましたけれども、与党の異例の申し出で一時間開会がおくれたということでありますので、お昼ですけれども、皆さん、もう少し辛抱していただきたいなというふうに思います。所信質疑ですから私もいろいろ大臣に聞きたいことがあるんですけれども、やはり私も年金の話を聞かなきゃいけないなというふうに思っております。今議論されてきている年金額の改定ルールの見直し、当然、年金部会でもいろいろな議論がありました。私、年金部会の議事録をちょっと読んでみたんですけれども、そうすると、その中に例えばこんな発言がありました。諸星委員の発言ですけれども、「マクロ経済スライドが私は中心なのかなと思っていたら、今回の中で急に賃金スライドが出てきて、正直なぜ今のタイミングなのかということでちょっと驚きました。　菊池先生が提出なされた資料に書いてありますように、両方あわせてやる場合について、そういった受給者世代のこと、将来の世代にそれぞれ及ぼすインパクトなど、そういうものをあわせて考えていただきたいということなので、こちらはやはり厚労省側できちんと考えていただければと思います。」と言っているんですね。この諸星委員が言った、菊池委員が提出した資料というのは何が書いてあるか。これにはこういうことが書いてあります。「将来世代への配慮といった観点からは、賃金連動ルールの徹底や、マクロ経済スライドのフルスライドにも、一定の合理性はあろう。ただし、両者が併せて発動される場合に受給者世代に及び得る影響の大きさや、今回改正全体が受給者世代と現役世代・将来世代それぞれに及ぼすインパクトの程度なども見極めながら検討していただきたい。」まさに、私、これは正論だと思うんですよ。まさに今ここで議論していることを委員の皆さんも言っている。つまり、将来世代のことを考えると、こういう年金額の改定ルールというのも一定の合理性はあるんだろうと。ただ、ただし、「両者が併せて発動される場合に受給者世代に及び得る影響の大きさ」、これをちゃんと見ないと決められませんよねということを言っているわけですよ。もっと平たく言えば、どれだけ年金が減るのかという話ですよ。それが高齢者の生活にどの程度のインパクトを与えるのか、これが検討の前提になるということを二人の委員の先生もおっしゃっているわけです。ですから、先ほど、井坂さんに頼まれて試算を出したという話ですけれども、そうじゃなくて、年金部会の委員の皆さんが、その理屈はわかるんだけれども、これを実際にやるかやらないかは、やった場合に、特にフルスライドと賃金スライドを両方発動したような場合に、これがどれだけ高齢者の、受給者世代の生活に影響が出るのかということがわからないと決められませんよねということを言っているわけです、既に。なのに、なぜ井坂さんに言われるまで試算も何もしてこなかったのか。これは私は、厚労省の怠慢だというふうに思いますけれども、大臣、いかがでしょうか。
衆議院,厚生労働委員会,塩崎恭久,20161021,77,何度も申し上げますけれども、一体改革を旧民主党政権が閣議決定したときに、デフレ経済下における年金スライドのあり方については、そしてまたマクロ経済スライドの最終的な発動のあり方について、議論がございました。それで、そういう宿題をどう果たすかということで、今御指摘をいただいたように、年金部会での御議論もいただき、与党でも議論をいただいた上で法律を出しているわけでございます。今、大西先生の御指摘の中で言っていらっしゃる、マクロ経済スライドの発動ということと賃金スライドの両方が同時に発動されるということをおっしゃいました。今回私どもが提案をしているのは、両方の発動を言っているわけではなくて、これは、マクロ経済スライドについては名目下限は守るということでありますので、フル発動ではないということで、今お取り上げをいただいた御議論とは全く違う組み合わせのことでございます。マクロ経済スライドについて、極力先送りをされないように工夫することが重要、その認識は共有をしながら、前年の名目額を割ってまでマクロ経済スライドをかけるか否かは、今お話があったように、意見が大分割れたんですね。部会の取りまとめでもそれらの意見が併記をされた。一方で、賃金の低下に合わせた年金額の改定、つまり、いわゆる賃金スライドについては、議論の中では、一人の委員から慎重に考えた方がいいのではないかという御意見がありました。しかし、部会の取りまとめ段階では、賃金に連動して改定をする考え方を徹底することが必要だということで一致をしたところでございます。こうした年金部会の議論を踏まえて、政府としては、マクロ経済スライドは、前年度よりも年金の名目額を下げないという配慮措置、いわゆる名目下限、これは維持をするということ、その上で、未調整分を繰り越して好況のときに調整をする仕組み、いわゆるキャリーオーバーをするということを行うとともに、賃金の低下に合わせた年金額の改定ルールについては、低所得、低年金の方に最大年六万円の福祉的給付を実施した後の平成三十三年度に導入すること、こういうふうにしたところでございます。
衆議院,厚生労働委員会,大西健介,20161021,78,この両者が発動したときというのをどう捉えるかは別ですけれども、ただ、私が申し上げているのは、まさに私たちも、今回法案を見たとき、初め、これはキャリーオーバーの話だけが出てきたのかなと思っていたんですよ。そうしたら、よく見ると、そこに、物価が上がっても賃金が下がったときは賃金に合わせて下げるぞという話が書いてあって、えっというふうにびっくりしたわけですよ。ですから、そういう二つのことを適用していくと、場合によっては年金額がどんどん下がっていって、それが高齢者の生活に大きなインパクトを与えるんじゃないですか。私もさっきあえて申し上げましたけれども、確かに、理屈として、賃金が低下して現役世代の支える力が落ちたときに、それに合わせるという理屈はわかるんですよ。私は、百歩譲って理屈はわかる。ただ、それを本当にやっていった場合に、キャリーオーバーとかも含めてやっていった場合に、年金額がどんどんどんどん下がっていって、そして最後は高齢者の生活がもたなくなるんじゃないか。先ほどの柚木委員の最後の質問のとおりですよ。まさに、理屈はわかるんだけれども、これをやっていったときに、年金の財政はもつけれども、年金生活をしている人たちの暮らしが成り立たなくなるんじゃないかということを言っているんですよ。ですから、そこをちゃんと検証すべきですよねと。それに当たっては、井坂さんの求めに応じて出てきたもののような、さっきから言っているように、年金が下がるのを過小に評価して、そして将来世代の年金額が上がるのを過大に評価して、そういうお花畑みたいな話をするんじゃなくて、どちらかというとワーストシナリオみたいなものも織り込んで、ですから、過去六回も、起こらないということが起こっているわけですから、そんなのはわからないじゃないですか。アベノミクスがうまくいったら起こらないんだ、新ルールなんか適用されないんだと言うけれども、実際起こっているんだから。では、起こったときのことも踏まえて、そういうことが起こったときに本当に高齢者の生活はこれでもつんですかということを検証しないと私は意味がないというふうに思うんですが、大臣、いかがでしょうか。
